Subscription date;Subscription prices;Product category;Product name;Region;Country;City;Domain name
23/10/2022;5000;Product Analytics;Cross-Session;North America;Canada;Montreal;Télécommunications
13/04/2013;1000;Digital Experience Analytics;Merchandising;South America;Brazil;Salvador;Commerce de détail et e-commerce
16/09/2014;1000;Digital Experience Monitoring;Error Analysis;South America;Brazil;Brasília;Commerce de détail et e-commerce
18/11/2012;500;Product Analytics;User Segments;Asia;South Korea;Incheon;Automobile et transport
17/03/2024;5000;Digital Experience Analytics;Journey Analysis;Europe;Germany;Hamburg;Santé et soins de santé
05/09/2015;1000;Product Analytics;User Segments;South America;Argentina;Rosario;Éducation et formation
09/09/2018;5000;Digital Experience Monitoring;Speed Analysis;South America;Argentina;Córdoba;Santé et soins de santé
25/03/2016;500;Digital Experience Analytics;Zone-Based Heatmaps;Europe;Italy;Palermo;Services financiers et bancaires
25/10/2009;5000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Canada;Calgary;Santé et soins de santé
09/07/2018;500;Key Capabilities;Mobile App Analytics;Asia;South Korea;Seoul;Commerce de détail et e-commerce
10/01/2021;5000;Product Analytics;User Segments;North America;Mexico;Monterrey;Télécommunications
18/08/2013;10000;Digital Experience Monitoring;Frustration Scoring;North America;United States;Houston;Commerce de détail et e-commerce
06/01/2021;10000;Digital Experience Monitoring;Error Analysis;South America;Colombia;Bogotá;Santé et soins de santé
26/12/2017;1000;Digital Experience Analytics;Zone-Based Heatmaps;Asia;India;Bangalore;Tourisme et voyage
02/05/2018;5000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Jamaica;May Pen;Commerce de détail et e-commerce
09/12/2009;500;Product Analytics;User Segments;Europe;United Kingdom;Manchester;Sports et loisirs
16/12/2009;10000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;United Kingdom;London;Services professionnels (conseil, comptabilité, juridique)
04/05/2022;1000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;New York City;Santé et soins de santé
30/11/2010;10000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Phoenix;Médias et divertissement
22/11/2011;10000;Product Analytics;Cross-Session;North America;Canada;Montreal;Services professionnels (conseil, comptabilité, juridique)
24/05/2020;10000;Key Capabilities;Mobile App Analytics;Africa;Kenya;Kisumu;Médias et divertissement
02/11/2011;2000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;France;Marseille;Sports et loisirs
05/10/2015;5000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Houston;Tourisme et voyage
21/01/2019;2000;Product Analytics;User Segments;Europe;United Kingdom;London;Commerce de détail et e-commerce
19/01/2013;500;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;New York City;Sports et loisirs
03/06/2018;500;Digital Experience Monitoring;Error Analysis;North America;Canada;Vancouver;Sports et loisirs
11/09/2021;1000;Product Analytics;User Segments;South America;Argentina;Buenos Aires;Automobile et transport
17/03/2022;5000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Phoenix;Médias et divertissement
22/11/2013;500;Product Analytics;Cross-Session;North America;United States;Houston;Sports et loisirs
29/08/2016;10000;Product Analytics;User Segments;South America;Colombia;Bogotá;Télécommunications
06/05/2016;10000;Product Analytics;User Segments;Asia;South Korea;Daegu;Sports et loisirs
17/04/2012;500;Key Capabilities;Mobile App Analytics;North America;Canada;Ottawa;Automobile et transport
03/11/2019;1000;Product Analytics;User Segments;Europe;Germany;Munich;Services financiers et bancaires
14/05/2020;2000;Digital Experience Monitoring;Frustration Scoring;South America;Peru;Arequipa;Commerce de détail et e-commerce
13/08/2016;10000;Product Analytics;Retention Analytics;North America;Canada;Ottawa;Automobile et transport
13/12/2014;1000;Digital Experience Monitoring;Frustration Scoring;North America;Mexico;Puebla;Automobile et transport
03/03/2016;2000;Product Analytics;User Segments;North America;Mexico;Tijuana;Commerce de détail et e-commerce
06/05/2015;500;Key Capabilities;Impact Quantification;South America;Argentina;Rosario;Services professionnels (conseil, comptabilité, juridique)
28/08/2013;2000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;Spain;Valencia;Services financiers et bancaires
16/09/2019;500;Digital Experience Analytics;Zone-Based Heatmaps;Europe;Italy;Naples;Santé et soins de santé
26/11/2013;1000;Digital Experience Monitoring;Speed Analysis;North America;United States;Chicago;Santé et soins de santé
13/12/2010;1000;Product Analytics;Retention Analytics;Asia;Saudi Arabia;Mecca;Sports et loisirs
31/07/2013;1000;Digital Experience Analytics;Journey Analysis;North America;Mexico;Mexico City;Sports et loisirs
28/06/2020;500;Digital Experience Monitoring;Speed Analysis;Europe;France;Lyon;Commerce de détail et e-commerce
30/03/2012;500;Digital Experience Analytics;Zone-Based Heatmaps;Europe;United Kingdom;Birmingham;Services financiers et bancaires
11/05/2012;2000;Digital Experience Analytics;Journey Analysis;North America;United States;Phoenix;Médias et divertissement
29/08/2022;1000;Key Capabilities;Impact Quantification;North America;United States;Phoenix;Sports et loisirs
01/06/2011;2000;Digital Experience Analytics;Journey Analysis;Europe;Germany;Berlin;Santé et soins de santé
29/04/2020;2000;Digital Experience Analytics;Zone-Based Heatmaps;Africa;Kenya;Eldoret;Services financiers et bancaires
03/08/2019;1000;Product Analytics;User Segments;Europe;United Kingdom;London;Automobile et transport
25/11/2011;10000;Product Analytics;User Segments;Europe;Italy;Naples;Santé et soins de santé
03/02/2009;2000;Digital Experience Monitoring;Speed Analysis;Europe;Spain;Madrid;Services professionnels (conseil, comptabilité, juridique)
11/03/2015;2000;Digital Experience Monitoring;Speed Analysis;Asia;South Korea;Daejeon;Sports et loisirs
14/11/2020;2000;Digital Experience Monitoring;Speed Analysis;South America;Peru;Chiclayo;Tourisme et voyage
06/10/2018;10000;Key Capabilities;Session Replay;South America;Peru;Trujillo;Automobile et transport
29/06/2014;500;Product Analytics;User Segments;Europe;France;Marseille;Santé et soins de santé
28/09/2012;10000;Product Analytics;User Segments;North America;Canada;Calgary;Commerce de détail et e-commerce
17/06/2011;5000;Digital Experience Analytics;Journey Analysis;North America;United States;Los Angeles;Éducation et formation
20/10/2020;10000;Product Analytics;Retention Analytics;North America;Cuba;Holguín;Éducation et formation
03/10/2019;500;Product Analytics;Retention Analytics;North America;Canada;Toronto;Services professionnels (conseil, comptabilité, juridique)
09/05/2023;2000;Product Analytics;User Segments;Asia;South Korea;Daegu;Commerce de détail et e-commerce
17/10/2019;10000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;United Kingdom;Glasgow;Télécommunications
07/09/2016;1000;Digital Experience Analytics;Zone-Based Heatmaps;Africa;Nigeria;Lagos;Tourisme et voyage
15/08/2017;500;Digital Experience Monitoring;Speed Analysis;Europe;Germany;Hamburg;Sports et loisirs
08/05/2016;1000;Product Analytics;User Segments;North America;United States;Los Angeles;Commerce de détail et e-commerce
11/04/2013;5000;Product Analytics;User Segments;Europe;Italy;Rome;Commerce de détail et e-commerce
17/11/2014;5000;Product Analytics;User Segments;Europe;United Kingdom;London;Automobile et transport
08/09/2013;5000;Key Capabilities;Impact Quantification;Asia;India;Bangalore;Services financiers et bancaires
17/03/2018;1000;Product Analytics;Cross-Session;Europe;Spain;Valencia;Automobile et transport
06/10/2010;2000;Digital Experience Monitoring;Frustration Scoring;North America;Canada;Toronto;Services financiers et bancaires
07/05/2015;500;Digital Experience Analytics;Journey Analysis;Europe;Germany;Cologne;Commerce de détail et e-commerce
03/04/2018;5000;Key Capabilities;Session Replay;South America;Chile;Viña del Mar;Commerce de détail et e-commerce
27/09/2016;500;Digital Experience Analytics;Merchandising;North America;Canada;Toronto;Commerce de détail et e-commerce
25/05/2015;5000;Digital Experience Analytics;Journey Analysis;South America;Colombia;Bogotá;Médias et divertissement
25/02/2017;500;Product Analytics;Retention Analytics;North America;Mexico;Puebla;Télécommunications
01/08/2019;2000;Key Capabilities;Impact Quantification;North America;Canada;Montreal;Santé et soins de santé
28/09/2008;2000;Product Analytics;User Segments;Europe;Germany;Cologne;Santé et soins de santé
27/09/2022;1000;Digital Experience Analytics;Zone-Based Heatmaps;Africa;South Africa;Durban;Commerce de détail et e-commerce
07/03/2009;5000;Product Analytics;User Segments;Europe;United Kingdom;Birmingham;Médias et divertissement
15/08/2009;2000;Product Analytics;Retention Analytics;North America;Canada;Ottawa;Commerce de détail et e-commerce
08/07/2012;2000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;United Kingdom;Liverpool;Services financiers et bancaires
05/06/2012;500;Key Capabilities;Session Replay;North America;Jamaica;Portmore;Télécommunications
30/11/2019;10000;Digital Experience Monitoring;Frustration Scoring;Europe;Germany;Munich;Médias et divertissement
25/11/2015;500;Key Capabilities;Mobile App Analytics;Europe;Spain;Seville;Services financiers et bancaires
07/10/2014;500;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;New York City;Tourisme et voyage
10/06/2022;2000;Digital Experience Analytics;Merchandising;South America;Brazil;Rio de Janeiro;Éducation et formation
24/05/2023;1000;Digital Experience Monitoring;Frustration Scoring;Asia;China;Shenzhen;Automobile et transport
07/10/2009;2000;Product Analytics;Cross-Session;Europe;Italy;Milan;Services professionnels (conseil, comptabilité, juridique)
24/03/2015;10000;Key Capabilities;Session Replay;Asia;China;Guangzhou;Télécommunications
05/11/2014;2000;Digital Experience Analytics;Journey Analysis;Asia;India;Chennai;Tourisme et voyage
17/05/2012;1000;Product Analytics;User Segments;North America;United States;New York City;Éducation et formation
03/11/2015;1000;Key Capabilities;Mobile App Analytics;North America;United States;Los Angeles;Services professionnels (conseil, comptabilité, juridique)
09/04/2010;10000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Houston;Télécommunications
22/06/2016;1000;Key Capabilities;Session Replay;North America;United States;Chicago;Services professionnels (conseil, comptabilité, juridique)
06/04/2011;2000;Digital Experience Analytics;Journey Analysis;South America;Argentina;Córdoba;Services professionnels (conseil, comptabilité, juridique)
11/01/2012;10000;Product Analytics;Retention Analytics;Europe;Italy;Milan;Automobile et transport
20/09/2015;5000;Digital Experience Monitoring;Error Analysis;Europe;France;Toulouse;Éducation et formation
06/05/2016;500;Digital Experience Monitoring;Speed Analysis;South America;Argentina;Mendoza;Télécommunications
17/06/2009;500;Product Analytics;User Segments;Europe;Spain;Barcelona;Services professionnels (conseil, comptabilité, juridique)
05/02/2017;1000;Digital Experience Analytics;Journey Analysis;Europe;France;Lyon;Automobile et transport
20/08/2015;1000;Key Capabilities;Impact Quantification;North America;Canada;Calgary;Services professionnels (conseil, comptabilité, juridique)
02/12/2013;10000;Digital Experience Monitoring;Frustration Scoring;North America;United States;Chicago;Santé et soins de santé
12/04/2013;10000;Digital Experience Analytics;Zone-Based Heatmaps;Asia;Japan;Tokyo;Éducation et formation
12/05/2015;1000;Digital Experience Analytics;Journey Analysis;Asia;India;New Delhi;Éducation et formation
19/05/2008;10000;Product Analytics;User Segments;Europe;Germany;Frankfurt;Services professionnels (conseil, comptabilité, juridique)
17/06/2014;5000;Digital Experience Monitoring;Frustration Scoring;Europe;Spain;Seville;Médias et divertissement
01/08/2015;5000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;France;Paris;Télécommunications
21/09/2012;500;Digital Experience Monitoring;Speed Analysis;North America;United States;Chicago;Services financiers et bancaires
26/03/2010;500;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Phoenix;Tourisme et voyage
01/08/2009;2000;Product Analytics;Retention Analytics;South America;Brazil;Rio de Janeiro;Télécommunications
03/10/2012;5000;Digital Experience Analytics;Journey Analysis;Europe;Italy;Naples;Tourisme et voyage
01/02/2009;1000;Digital Experience Monitoring;Frustration Scoring;North America;United States;Phoenix;Médias et divertissement
03/11/2023;10000;Digital Experience Analytics;Merchandising;North America;United States;Phoenix;Services financiers et bancaires
18/07/2020;2000;Digital Experience Analytics;Journey Analysis;Europe;United Kingdom;Manchester;Médias et divertissement
06/01/2017;5000;Key Capabilities;Impact Quantification;North America;Canada;Montreal;Éducation et formation
16/06/2010;2000;Digital Experience Analytics;Zone-Based Heatmaps;Asia;South Korea;Incheon;Tourisme et voyage
15/01/2024;1000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;United Kingdom;Manchester;Commerce de détail et e-commerce
27/03/2020;500;Key Capabilities;Impact Quantification;Asia;Saudi Arabia;Medina;Médias et divertissement
30/07/2011;5000;Digital Experience Monitoring;Error Analysis;South America;Brazil;Salvador;Automobile et transport
09/07/2009;5000;Product Analytics;User Segments;Asia;South Korea;Busan;Commerce de détail et e-commerce
04/04/2022;10000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;France;Nice;Télécommunications
11/08/2016;1000;Product Analytics;Cross-Session;Europe;Germany;Hamburg;Sports et loisirs
25/07/2021;500;Key Capabilities;Impact Quantification;Europe;Germany;Berlin;Automobile et transport
